,paperID,categoryID
74,347172d699e9da6d7b6aa4c69ec85f001a659879,cs.CL
75,bbd5db3b21eb9de3c0a13a43e125746be1079912,cs.AI
76,37bf0bf34603145246c3311df19e2afdf6e0270a,cs.CL
77,7fcb917cd4b6d0c77c41b4a1b1dc0c4d1965ba7b,cs.CL
78,f61fde0b364f355224a2275f8f60bcac4d2344ba,cs.AI
79,b9819f96f915cf8a71e017386dbf508ca6ebfaf5,cs.CL
80,e0ca83f36b06511e80e9d9672ce0acea7eee7923,stat.ML
81,6a4717480671318c55a4ea21844f77e1567ecb0c,cs.DB
82,0e650e3df99fc8e8c129b81bfe51f58a98c31a6a,cs.HC
83,354fbd86ee53a0b3f9dd7155b871de6ee634f78d,cs.CL
84,0f6054ff2f32f5ecf9ff4d2dc129d9e1af4707c2,cs.IR
85,2efda362405749009a715a5213ebfbbc7e1c18ef,cs.AI
86,467b189d982c2d3e002f27207bf28a545394a27a,cs.AI
87,9206747395d297971c54a8b678a0e3dec8ab8101,cs.AI
88,6fce45adb2c8aab6569455eb41112dc25a07b01e,cs.AI
89,495cb4939f8e974a55028d8b27d653a25be5320b,cs.IR
90,234008e7dd2f09143ae0a259955ac9512b95667c,cs.IR
91,ea4fa9e7155cf064de19862e41a6e63738770012,cs.CL
92,31bc7d46a6b57d42eb2ae5efefa10e1b08488aa2,cs.DB
93,73965db326aee64123487676b6230bf417940698,cs.LG
94,5965a485cd26bb8840cf5b602c396e845530d1d1,cs.LG
95,c70c5bae4042f8b1b7a15a6c62f2ba3f6bfda982,cs.HC
96,c60812918e84fe24fe173cfd7dd4d79559c5bbed,cs.LG
97,f68e10067596e87c16c7ba383468077f77ed8fc1,cs.DB
98,990334cf76845e2da64d3baa10b0a671e433d4b6,cs.AI
99,5ed79d0c83b14df7a4eb4eddd046c4128c0766d6,cs.CL
100,2e44b3b6f7f85f8cbcce0d2dc07f854a7d12a120,cs.CV
101,1f20378d2820fdf1c1bb09ce22f739ab77b14e82,cs.IR
102,4f42a0782f8b25fff62214e70bc43ce88f914c19,cs.CL
103,9ebfcc067d43f785ecd9d4c877f4bc186b08b291,cs.AI
104,aa55f4bafba03b7d2f7314fed61b924438d1a62c,cs.CL
105,6fcb834ac66cde71d50a54f83286bf4cbd92eebd,cs.LG
106,ebb701a8903f545d5983fb790474277222126522,cs.CL
107,b884c9a9e1bf2e4234cd31653183efd2c1ddf981,cs.CV
108,d8b538b88d9243f3ed5230437e66df35bff968ca,cs.CL
109,6071b89c257d36490fd6f0877174adabad265d92,cs.CL
110,7b4280be11bea25d5b40d121e93b6e1c6b45b75a,cs.NE
111,35bd9b15c8b2834ea381b8be879638bb1955db23,cs.LG
112,93e6ba25e4c45c3f204a09b6a6b8b02bd3596091,cs.DB
113,a90f4f298b7cc88ad8f30702825fe735eb788e73,cs.CL
114,567b7c53e5d11b33a7955488b1ef27392f2a2123,cs.LG
115,9b68475f787be0999e7d09456003e664d37c2155,cs.AI
116,4582779668ab801f29db457790cd291767510035,cs.IR
117,7b2efc62b9a46e711916e524070e2c057d152047,cs.AI
118,d3d773ad6583198af6e115c0ac47d13504d13e6f,cs.LG
119,c651019b28c5e4f358d72779487bcc17e5ef726b,cs.CL
120,1d91abbfedd5a230b6bc8a918afaf299d700749c,cs.DB
121,d03934c360b0c139ee219264fe5f05bbf0a558b4,cs.DC
122,c6ae95795d3708f3b0f231e2e301b901a3b4aff9,cs.AI
123,56765a17295370c70cbc510329c082ec60ed3c62,cs.CL
124,594dc362b4332ae661e3d71da17d097bb4a357dd,cs.LG
125,a30bd328bc36a3f75aa18f653919611b1a8ea23d,cs.CL
126,b62d04560fefc24a9d0933a4c2130f966155b289,cs.LG
127,9eb933a666c527f6142ed65033a088215d76006d,cs.AI
128,fe17386710d62de72b1dfb0aec34f76bfd312ae8,cs.CL
129,67d131c852c394bb748759a1b661671aff378aba,cs.LG
130,571bceb6b1f08e1c5efb1b1504a08f55f129e433,cs.IR
131,8c7bd196ad6373f2ab49029e0feb08b564b699a5,cs.LG
132,52e078d88f54ea28d83cb9e84f52d3785203a363,cs.AI
133,7bf607c643a1f7f4607db84dfc0f4b63ff0bde70,cs.CL
134,ee0a18889a0007a88e9411880bb1c2e75a7610ea,cs.AI
135,918381ce2c8f6afa3a25ac88bf2008733c5a3255,cs.LG
136,0928ae1a420c379bfa1f3f01225606b64e9ad168,cs.LG
137,44edf1089415cf12503cde2bc991764a5bbcfd1b,cs.AI
138,5cc2bd2a0c279a70b9582b8737ea6e97d01a1fb3,stat.AP
139,60724aa3b8f903d4ecdd1aa2173504e9adf07234,cs.AI
140,f8cebf9a279a59ea70136ec7a33bf9f4db43e661,cs.AI
141,2fb4de3d12a46dadbbd10d0d6410d645d14444c2,cs.LG
142,ec61bc70c26436eeac63637b75ce4ab0127561aa,cs.AI
143,17bbebda928f6a1d60a33faff13d6274998baeac,cs.AI
144,0996cc489d8fb849d1ed406a8a89110614d4b55d,cs.AI
145,70ed836bac30f80b039508f482cd2f5f90061bc5,cs.CL
146,f1957038e9ded19108d3c71340d7462152b70f25,cs.CL
147,3d61a28b9429fc8f7047fc379a0134a3765edbcb,cs.CL
148,a1bec459a755ed399daf4671fcbd93293d765f37,cs.CL
149,cda81da1f54f9d9854e28e2e9b289b7199ea4e59,cs.SI
150,1f934b978f93cae0b3270c1d7e7cc978c3176960,cs.DL
151,89cf9719b97e69f5bb7d715d5a16609676c14e86,cs.AI
152,8875a3d15ade0636c4833a5d3a2dfac1266deaba,cs.AI
153,5bfa4e2e12562b61bb7cf198562229ef3796b755,cs.AI
154,a3c6b5ad5c77544690ee5fc44a6b19c2785c1b87,cs.RO
155,bc4d9e4d4125af59931cf9663a7e2928ce280c72,cs.LG
156,2bf257acf56fb214af71b123f1b734263242cc36,cs.CV
157,4e51f760690172bb2d9fd322cae8796ec69d2b77,cs.SI
158,f42d060fb530a11daecd90695211c01a5c264f8d,cs.AI
159,359e69fad446079c24b513396ea2773b0bbbd1d8,cs.AI
160,39db318e2dc3b0ea7f8616051277ed19d7e62081,cs.CL
161,fd0f37d4f2cecfc840276682ff4ea180feec6dcd,cs.AI
162,93d9da4cf14daf5ccff9f82f0d9440b19609fae6,cs.LG
163,aa161e40523435b9c729043bb226063f02ce5ddd,cs.CL
164,233e48a00e5172819b36d3834cd0f4335b7ed595,cs.CL
165,02033e83ff310f35e4623bd339982c52d926f2d5,cs.CL
166,0c0134d77db7234a22a347ff32a2d76e4056dc24,cs.IR
167,c14e788dfc6f5dcb34426825091faa7eeef42b04,cs.DL
168,9b99359713042ee8338b9f127401b0d6ce5d2013,cs.CL
169,9442b054b6f1742da77e002a6238988ae1e640b4,cs.LG
170,3117ac0b3946a06218eeb1cdf2c4005e8ed5b866,cs.CV
171,751847249a647d67c428e0a5e1da2173832f858d,cs.AI
172,da7bf37d612e908be916db9aab4b50022281cb76,cs.AI
173,55060987bcde0d63c8e25633dfddfb10dcdf1761,cs.AI
174,710d183174844da5b7f392667f3cc25d2b098dde,cs.CL
175,5df36f0cff2281255ed2ae7814e8d3cba0d5f94f,cs.AI
176,16fe222db4fd51638a66dd7dbecfe7395580f774,cs.DB
177,776bb801f581d6d052e695ae5d2e1e82e525e8b3,cs.CL
178,a1456f4f31a1084b7e924fd1226e205b817899b2,cs.LG
179,3d6b094f439ceae770ad1ca5cb322421debf3ba8,cs.CL
180,b306c30647ef07af8a5b31ca35aab8395a13fea4,cs.CL
181,98a666e1fa13041268c6c21b3669057b4d68aee7,cs.DB
182,fbd8695a67e8e9d91383cbe241109f39ee279b33,cs.LG
183,38c4c08a873dea392d5a873560f71f8e8a77fd6f,cs.IR
184,f3875448bd864f781d5972f76a40f8e402cadb21,cs.CR
185,bdd297aff687ac360efe28338f5dec884d301221,q-bio.QM
186,7ccc01dc90439bcab05d4ab07c1d2bc902bbaeb9,cs.AI
187,e1dfcdf634c8b5f520c10b076d03bccc23729754,cs.CL
188,b77359a6c23331adaceb3573f16107a311dc52ef,cs.CL
189,78a17bab2fd5a27c1d4f3ededf1330dbe42f437f,cs.DB
190,d8108cc2fb2652e2b14145d723e5bd3480aec56a,cs.AI
191,3936283c320b3b3fc948121c2a9fb1e790425a07,cs.AI
192,ad7dae2b8a67fa867c9a537d623703a1e6164fcc,cs.CR
193,146c4c67365dd7dda6c1702f2f76ffa3e943f017,cs.IR
194,d8c3eea3361f8e3e4efc24e661c8411dd381a606,cs.IR
195,43b80f49c3bfc0181b5fe30e89906119e5f2195c,cs.IR
196,9109becab39b3d0ae8a3bad773ead899cbe7eb6c,cs.AI
197,25e461c65a110cf31031c45125ab69c13d1b5fc2,cs.CL
198,20b726214b1cfc3e2aebbbb53bfb9e94201a9acc,cs.LG
199,da7edd5fd64f680954ec987047f1f3b8756a4830,cs.AI
200,fe5ad9dfbe10f8d10a1236a68c898eaaa2a508cf,cs.CL
201,060eda10eb25d1a0f45c222a82049fe0978d4d64,cs.LG
202,abea782b5d0bdb4cd90ec42f672711613e71e43e,cs.AI
203,4be29e1cd866ab31f83f03723e2f307cdc1faab0,cs.LG
204,f3d6be9d5ed8cf5b2a4237f287573703bda57d10,cs.AI
205,4e1d97d3c4ef5e217f3bd7ab95aa251a10a748b0,cs.DC
206,f994496e046718e4d72cb8dd540aacd3aff97444,cs.CL
207,cd83523830c9180a7fb1fd32c9e9ca7062dcb540,cs.CV
208,4e52607397a96fb2104a99c570c9cec29c9ca519,cs.LG
209,7c5e6720fa4c3cd73fd915bc71dea5e78184b262,cs.CV
210,2ad36e7d6e760d8078b181d80a7f1083bb44ef34,cs.CL
211,aa326be857feb41ec575b65b5e98d903432eecc7,cs.AI
212,7e8457393ff1b40ddd099f195af9d3b14c5a934f,cs.CL
213,6f136852217de0d0d664c78472452f83725b30e7,eess.SP
214,8d89d38fedfa4a5374c726eb7926510016671441,cs.CL
215,693dcbf7a78dc80c9d36eaf968625810655e4e0b,cs.CL
216,2a94a758244fd36b6e1b028ed4a7c54c4472aa72,eess.SP
217,0cc9d031ca2f85c1412d5eab9449416c47b8cacd,cs.AI
218,a0891d2a5da8c4c64c8b2320c3566ba33f73e636,cs.DB
219,d6a808619ed1f61443e530ab158e3dc9899bec13,cs.CV
220,57fbaf35321b2c4c4c0cc2b63e72bfb9c5d5d9c9,cs.LG
221,de80d676c26f8568afeec56f28837e1fe505f911,cs.DB
222,e55f2b27f70b0e223e8e5af67b56f6b6ffc8316e,cs.AI
223,3e609c75b31b40f6dd5f0001953882c8e0032bf8,cs.CL
224,47bca586abefde3b796b65c986269f082fcb59c5,cs.DB
225,a9027974b23e5208baabd3f9d78fbc10e9e3c395,cs.LG
226,ad15ebacd8aac0a060ec1e720cd5dabd02f14425,cs.LG
227,9792c685064bad74fa852f5506eaf82806793239,cs.CL
228,de1a5ba39417905e667a990c963b5f28fafc994e,cs.DB
229,2b918071a990e1645323d7f268234b1faa8f2894,cs.DB
230,6d8ee95a87f756e03327888bd4318ee108f4c715,cs.CL
231,df9f6312ffb6c9cd7f0ea5581838f9f7d65a648c,cs.IR
232,ac54c5def38ceecc41afd3ba25ffa618b3f62c7a,cs.AI
233,8d74c7cde3ec806546c09274a968b87620442396,cs.CL
234,4a7d86943367040c54ff8ca7d1f160695beb9020,cs.LO
235,6dd3b79f34a8b40320d1d745b9abf2d70e1d4db8,cs.CL
236,0b927041b03fb0ef2e080ef6a77915fbc49c7d90,cs.HC
237,4e63c3fdb6571b20281b6f21c116beb848d0cd4c,cs.CR
238,1a9015e511ec3da873f6114eeb542905a92d7d62,cs.CV
239,affa44d5e4be4e602465e11cdef72c0a70ee5955,stat.ML
240,737d8cbcaa4dbfa0abd387127b6e10ea77c7c48b,cs.CL
241,f48ae425e2567be2d993efcaaf74c2274fc9d7c5,cs.CL
242,f834861fb5e21be412e2680975a2996d97e5d12b,cs.HC
243,4ea544c849aee3e4f99e3d835ab3ea9ed685a5b9,cs.CL
244,e0ade6a261e6dd079e509c875901b40b53ec0b5d,cs.CV
245,a3a756415a07e0f3cab34cabf59f8dc485b3a606,cs.LG
246,ef98395632e38e0e742695b6e7dbae32c78cc76b,cs.CV
247,f6928ef4f62194c828a945ef2753c58b48f29b78,cs.AI
248,7c24ba98b439c421fea21072f97d2e170281c515,cs.IR
249,804bcb6ee5d884acdd32f33560a856b80f72c952,cs.LG
250,2ad67ffe7e6abd732d6501ef99d40f65168700a4,cs.LG
251,1551917a2e930183efeecf6471f2b73f2341ff0f,cs.LG
252,30db65f12bc5adeca0df13e1f74a97f35f957bde,cs.LG
253,541bce5e29cd861262f916368278492f6c7c7e97,cs.IR
254,c2f17fd6bc8e8154693faa7210e4baa30df5a86d,cs.AI
255,14e5e80009f6fb23dab27a5c8b6c0a9f30bbdf0b,cs.LG
256,3367a195602197fa3e38404a510cd7303a594c02,cs.AI
257,57baa478fd06ed18f3d271fefe9de5e833f47961,cs.CL
258,9285d083e51f257905b6016955919bb0f5d0fe46,cs.AI
259,c0cc2276e07a2569da5ba7e0dcda9ac18b96b9f4,cs.DB
260,ba08983f14bc558f6553f4391b1bba97d997757d,cs.SI
261,e3b0c7b93aef46d537a3dd66c48ebfd635dfe20a,cs.CL
262,4a1e090cd45e95a84bbc9393eb01b2f158c5e92c,math.CO
263,6351590cf37eef826b89383fd8ccf8f1ab276559,cs.DB
264,eb8fb8839903a6e9142ca633207fa9fda13a8d60,cs.AI
265,628e570a6e992d68f141a2533cb9b3f6d994c7ad,cs.CL
266,a7d4c41a3daba79fc6c1a809f9c337668dc6661a,cs.CL
267,c29b076af493acaa717050ef731aeb8389ad19e3,cs.DB
268,e075acb6ca9dc698e3ac05f97ae55d7a58ee9e9f,cs.LG
269,79baf8cf6be6510f69be8c515516136138678cf5,cs.CV
270,b4f588566704f49adbb9c1f507c531cc4826130a,cs.AI
271,c9de7f1dfa7ba504d3e4743f6f502c4628b35ed0,cs.CR
272,a184a27061613e31b7b6b9732f7a31a2099fc48c,cs.LG
273,c75a048c25cf9ace4fc0aa6fe47e19f981c69526,cs.CL
274,25edfb99d3b8377a11433cf7be2bcd9f8bfbdb87,cs.AI
275,933cb8bf1cd50d6d5833a627683327b15db28836,cs.CL
276,cd144d2b6e7e626184d452dbb9226d6b836c56e9,cs.AI
277,62949495e8f4ab9396d4c15947ff1cfdaa4984d6,cs.LG
278,39058bbc1420dc3c218fe494aa183303550440f8,cs.CL
279,62634f2e696fca1ef11660c6807e538e3768b836,cs.CL
280,448959eff044f02040ded5afd483b7c4e811b0ac,cs.IR
281,e0847e90c3ed60b2473399f7c0b8f69c770bd6aa,cs.LG
282,0f73f82bc6777e7dc39a407bac9232b24995725f,cs.AI
283,9a14989424b16a4685c43ffc8057b40157631dd2,cs.IR
284,263883d8a246f40241cab19bf9b5ebff961a67cf,cs.DB
285,0154b8d8e8a8fe7c753956343eef80e693f30146,cs.FL
286,6eb1eb3e008d3af3edc5b97482dfb840c352ad2e,cs.AI
287,cc077c135f0e0fabeaf856cbba0f604ce21f842d,cs.LG
288,68f166ec1aaa01c6a62d15f2ae600bb0eaa149ba,cs.CL
289,aa148c5deb09f389510e14cbfd4f5660f36871f9,cs.IR
290,92dd20b99424137450383a431869fa3488450f08,cs.IR
291,5c61dc694400c7d4c46c93be79420d2a9c601594,cs.AI
292,1c5e1710d647d7fa982a85ee8634f21f99033a05,cs.LG
293,10d949dee482aeea1cab8b42c326d0dbf0505de3,cs.CL
294,b5d9b3686122b6b28b3065d1a19b8db25ea6b099,cs.CL
295,450c65dce00b05bdf5d58e48289acd066aca8383,cs.CL
296,b66c5d17424b37c46980d50bd2796c568e1e926f,cs.AI
297,3060c86c1b5ab1f1f58d01c69411c7e0aaefc37f,cs.AI
298,15c19249814219de76ba92e8aa40a05f181c7648,cs.CL
299,b60aed687ba9f807da430dd3eabc453ac65d7a2e,cs.IR
300,20658628d56ffd106e1d36f9f0b3b3f4de4d2cac,cs.SI
301,f32f16ca3c27ff945198c6551a5d35fae3b1a660,cs.LG
302,f768a0ba44953585e7a1524d300b6b39032957cf,cs.LG
303,3fac41a0151f30fbc90ae297d6410e2d6908a866,cs.AI
304,eea2129457fcd78c4071a9020355a2fe1da4d2fd,cs.CL
305,af1ec939e26e2467fb4c51f4ca3c85f12579c5a1,cs.CL
306,999e2ef54a779ba31043190d5726b55ee2b4281f,cs.AI
307,26702869774950e03b10a3657bca0621aa0d8d07,cs.AI
308,7975b4a71236acb1e48714e8dd7a2a770bf3c0a3,cs.LG
309,8f3812a4f2093b488fa4bd3adda3cea0e770dc3d,cs.AI
310,2fab75cfd8394de70bca365572bc5bb04a1b1eb5,cs.CL
311,45db2b7a9350ed3929bc96219f722efbec1f1720,cs.CL
312,16965c78c57f6ae3a1f9cf0bc66c4f13977a5f25,cs.AI
313,717cbfbcddb3ce5aa99ce59e67c05a45b4e82313,cs.LG
314,53eecd3d126a11911b53c639a7a808cac4fbf127,cs.AI
315,1667ba5fb663205ae54cd6a5fb07036724e35d8e,cs.CL
316,230591115bdffa2177cd187bd8b70823fe962282,cs.RO
317,f6f435b7c6560e7629102ac4f5cabc6e05129527,cs.CL
318,dbc65ff66af1d81c70db642fa77dd03592f49e49,cs.DL
319,06a73ad09664435f8b3cd90293f4e05a047cf375,cs.CL
320,17dcfef70619c0423e0527f0c9d90f4858125f5f,cs.CL
321,ac0c9afa9c19f0700d903e00a92e83e41587add3,cs.LG
322,1dc5645dcbf7c0a32453ac96d0b6e77a841ac956,cs.AI
323,d60bc65862c9aca2b4c18595cc1d0f34cadaf4cf,cs.CL
324,d6ef206cbebfd468d510afb6da8453656cb52166,cs.CL
325,6714dff86284cbde6be351e3e1f8ddee1bfadb9c,cs.DB
326,d53a725ada4bf8955c6c056c5a5e391153f83601,cs.CL
327,001bcf2306afe90b5cf54cd0f04f8a808d7d134f,cs.CL
328,e02076dcf9f5218d42d46980b84b6c74a84dfae5,cs.CL
329,bdf139c76a57c67c513b8b40ef7a4df3418851ee,cs.CL
330,8806ba65f2a477fe685c250c1536d2e8ef450958,cs.CL
331,49b960f6bc3f954c45a9d2b924e1832d3ca69252,cs.DB
332,3f5416c11ee52df18f05d893d26b621750b86f75,cs.CL
333,a1fd9d031c77b7476c3bcb26ec169977584857f7,physics.bio-ph
334,9d53364ba5313362c38fb7c62e4d05f1b3f01e3e,cs.AI
335,131325e341eeacba20fcca0afb51cd9597683164,cs.HC
336,cda7a1bdce2bfa77c2d463b631ff84b69ce3c9ed,cs.AI
337,d8642cc89b405dc00d3d63ac05af0cb05137e7b9,cs.AI
338,8fbe8c18f36f33314a3ee333cfe060ae9f790555,cs.CV
339,ac113be880a94ed0f3108fbe0476824320b27b88,cs.CL
340,ccd7bcf735d01be8f71316ec14f2fd4cc629dc73,cs.LG
341,91a2d5085f191044dfa1bff5bb685e8f05b57896,cs.DL
342,f6d957f8bc1b4d5c026f179d7fd95ce0da34358c,cs.LG
343,a9c2c295853fb35461b7fbbb60071d29238cb334,cs.CL
344,d80da3ce91f0076042eff4ae11e015f841596334,cs.CL
345,ea482ca8f38cba1f5ef8d7b982ba93b5cbad66cd,cs.CL
346,512cbff4f0fdc760033f252c427395b32bfddb45,cs.CV
347,105ba5f254179b4c6fc812f269f499ae43d3200e,cs.CL
348,588f492dd21038101c2b76b99f79298ee7477e74,cs.IR
349,53606ea6d8086d0d398ad50316cc8e0ea015bf3e,cs.CV
350,0974545e9cdb9dd0fb2762ef6b6dbe1fdb59af93,cs.CV
351,18ec13d5c66f6ba6c38ede6ba9b451f89e986432,cs.CV
352,de69dfa780358c53be43d558784bfe253ee77d9c,cs.CL
353,402125f4732ef1ec5974ac7513a63bf5b8414611,cs.LG
354,9519b1cdad21528632819e9ecece00f987e3fd8c,cs.CL
355,b6f229681cf0a3ba38884d281d89b2d498a853a8,cs.AI
356,d406963cf064e92e4ca58348d588dd408a858267,cs.LG
357,c2fd72cb2a77941e655b5d949d0d59b01e173c3b,cs.LG
358,08ddb4edcc10e442d9a01a0daab4810e971685a5,cs.LG
359,1072e6d03a19b157356c5da57257b2b92eefc68c,cs.DB
360,b6449fbe3113ca0d6d12ea7ce605f07e6e54f514,cs.LO
361,2f65b820a7887ac83bf15456dc56bee42fb2a756,cs.AI
362,bd2ae6f17f6e639d40edf6f25b590c320a8aea94,cs.CL
363,2ee617f10fa115a94ff7b59a6120ff33dd1dde87,cs.CC
364,102110351b44dfa8164ab020bb98e6ba6936b7fd,cs.DB
365,4a29b831e16871526592119aad4a590649572a41,cs.AI
366,e9d98e5326d28ae1f45d55c5d31391acbe2e3f55,cs.AI
367,f2804b2e884f8a06d26eee8f5a2f1f18e0e974be,cs.LG
368,18193bee8659d58e297f3935dda0f25ca0ad8245,cs.LG
369,24b01da54d3f924fd5a850e1b42353a3bff21a1f,cs.LG
370,2182426b8de008c394d184f23e6ee4a4c81c6045,cs.LG
371,cab46caf83a9e0390c6ca4d8603187969c9a53ad,cs.CL
372,9cf625acfd2f06caf95a9cad5bfca33a2b4c0bb3,cs.CL
373,598794ea64f6dc5558504eb9a9be5fe43eb8d530,cs.CL
374,28d794bc8b8cf579745146b3fd3362942787dd10,cs.CL
375,3dd59eb2399e2b8029303343901aeaec11ca5927,cs.DB
376,0c6da50f049ed44753dce683dfe83bb3727ed92b,cs.AI
377,9b8193a38ad9fd3e0b14bd1c0b0f4c6e3a7df18a,cs.AI
378,fa350b1089db1f8ab97bb72287b37ed4748c89cf,cs.AI
379,18addc0654199d18462dab33b7b27b4f13b0e497,cs.CL
380,ea36bf9a515aab4ab4961002ffb159c0db1b5c65,cs.AI
381,cd0a56bdbadc6c0b0a80bf74e4e9fc2991c5dfc7,cs.CL
382,28ddb6ecbd13e9492060ab476d9555a66884ccdc,cs.DB
383,a95702e3e0e71d5eb511b52f5553b37a2756c7da,cs.CL
384,b0c52072ac46592451668c239e29cae2d22556d1,cs.CR
385,1aed45ad0fa61bd785fcdbe889fa984c652370d9,cs.DB
386,eb37714306af817988674d424ee202238cd53198,cs.CL
387,3ced93b92c468620a97263725ff3c3e8677cbcd4,cs.DL
388,895318492b3322bc5213b1cdddc26b67054e98c4,cs.CL
389,c8dacb3afc35eda92e4719b0d8993ee6bc04c167,cs.CL
390,957fb70144212c6f38e678b454003329e47a5b46,cs.CR
391,8e6cddea1938519833fc0ca683971ce9745b75e0,cs.CY
392,09dc8ac5f744c793f3cfe48aaf4fb08ed9bd0912,cs.LG
393,594ffb42fcc7b9b81a42e7ad28087608936cec23,cs.DL
394,a628af7a925e62bd5a23469ef314282f76afe923,cs.LG
395,e339132282d45a989b1078185a4f5ccf80faf2d4,cs.DB
